Time (ms),Angle 1
5367,83.8672256469727
5400,83.9041290283203
5433,83.9617538452148
5467,84.0086441040039
5500,84.0246887207031
5533,84.0236663818359
5567,84.0019226074219
5600,83.9432830810547
5633,83.8842849731445
5667,83.8885726928711
5700,83.9661102294922
5733,84.0582427978516
5767,84.0947647094727
5800,84.0403137207031
5833,83.8980407714844
5867,83.7071762084961
5900,83.5241394042969
5933,83.3903732299805
5967,83.3257141113281
6000,83.3439865112305
6033,83.4623107910156
6067,83.6742401123047
6100,83.9047012329102
6133,84.0402908325195
6167,84.0455017089844
6200,84.00146484375
6233,83.9944381713867
6267,84.0232772827148
6300,84.0235137939453
6333,83.9443740844727
6367,83.8223037719727
6400,83.753547668457
6433,83.7792434692383
6467,83.8361740112305
6500,83.830207824707
6533,83.7593536376953
6567,83.7056198120117
6600,83.6984558105469
6633,83.6989593505859
6667,83.701042175293
6700,83.7388687133789
6733,83.8221740722656
6767,83.9319763183594
6800,84.0281982421875
6833,84.0449981689453
6867,83.957649230957
6900,83.8237838745117
6933,83.7253875732422
6967,83.7238998413086
7000,83.8353805541992
7033,83.9975433349609
7067,84.0811538696289
7100,83.9227600097656
7133,83.3650512695313
7167,82.3220825195313
7200,80.7904434204102
7233,78.7975845336914
7267,76.3670959472656
7300,73.5307006835938
7333,70.3682174682617
7367,66.9746322631836
7400,63.3731575012207
7433,59.5498161315918
7467,55.5735626220703
7500,51.5934028625488
7533,47.6985931396484
7567,43.8738822937012
7600,40.1532440185547
7633,36.686954498291
7667,33.5687828063965
7700,30.7157745361328
7733,27.9177742004395
7767,25.0009326934814
7800,22.1018371582031
7833,19.6116561889648
7867,17.6974449157715
7900,16.161792755127
7933,14.7379245758057
7967,13.2735347747803
8000,11.7217330932617
8033,10.1177282333374
8067,8.61363887786865
8100,7.45717430114746
8133,6.80473375320435
8167,6.55581283569336
8200,6.44676160812378
8233,6.30189371109009
8267,6.14609289169312
8300,6.09483051300049
8333,6.17392015457153
8367,6.27774286270142
8400,6.31976509094238
8433,6.31399774551392
8467,6.27336168289185
8500,6.19905233383179
8533,6.15412616729736
8567,6.18516206741333
8600,6.25595617294312
8633,6.31860733032227
8667,6.34789419174194
8700,6.35935592651367
8733,6.41486120223999
8767,6.52140712738037
8800,6.60117340087891
8833,6.62642669677734
8867,6.68813896179199
8900,6.87295532226563
8933,7.13958263397217
8967,7.37055253982544
9000,7.49191427230835
9033,7.52785110473633
9067,7.57328748703003
9100,7.71093416213989
9133,7.95531702041626
9167,8.21936893463135
9200,8.35523700714111
9233,8.35337352752686
9267,8.38452625274658
9300,8.54822635650635
9333,8.76009368896484
9367,8.89613056182861
9400,8.91962623596191
9433,8.88352203369141
9467,8.84374809265137
9500,8.77733325958252
9533,8.62644290924072
9567,8.44365215301514
9600,8.38080310821533
9633,8.47531414031982
9667,8.6110897064209
9700,8.71676826477051
9733,8.80811214447021
9767,8.86559677124023
9800,8.8621768951416
9833,8.85248184204102
9867,8.91786098480225
9900,9.09344100952148
9933,9.36166381835938
9967,9.64127922058105
10000,9.83750820159912
10033,9.95388317108154
10067,10.0974588394165
10100,10.36496925354
10133,10.7539482116699
10167,11.2135457992554
10200,11.751877784729
10233,12.4276361465454
10267,13.3110008239746
10300,14.508373260498
10333,16.099889755249
10367,17.992618560791
10400,19.9348163604736
10433,21.7461471557617
10467,23.4862022399902
10500,25.3320178985596
10533,27.3150253295898
10567,29.2498683929443
10600,30.9551372528076
10633,32.500129699707
10667,34.1633186340332
10700,36.1996726989746
10733,38.7301979064941
10767,41.7002983093262
10800,44.8111381530762
10833,47.7024536132813
10867,50.3144187927246
10900,52.906566619873
10933,55.7350692749023
10967,58.7837295532227
11000,61.7585144042969
11033,64.3642959594727
11067,66.5543518066406
11100,68.4677810668945
11133,70.2354888916016
11167,71.9125289916992
11200,73.537712097168
11233,75.133674621582
11267,76.6283416748047
11300,77.9054794311523
11333,78.9296875
11367,79.763313293457
11400,80.5093383789063
11433,81.2485275268555
11467,81.9971008300781
11500,82.7069625854492
11533,83.3089065551758
11567,83.7614364624023
11600,84.0611724853516
11633,84.2317581176758
11667,84.3143615722656
11700,84.3610153198242
11733,84.4217987060547
11767,84.5284576416016
11800,84.6838302612305
11833,84.8640518188477
11867,85.0541839599609
11900,85.2495956420898
11933,85.4198532104492
11967,85.5422134399414
12000,85.6222229003906
12033,85.6504898071289
12067,85.6256256103516
12100,85.5972671508789
12133,85.6087951660156
12167,85.6453323364258
12200,85.68115234375
12233,85.7121047973633
12267,85.7263717651367
12300,85.715705871582
12333,85.7082672119141
12367,85.7279968261719
12400,85.7496643066406
12433,85.7427444458008
12467,85.7007675170898
12500,85.6071624755859
12533,85.4665222167969
12567,85.3514099121094
12600,85.3310546875
12633,85.3946380615234
12667,85.4802169799805
12700,85.5391006469727
12733,85.5629272460938
12767,85.5706405639648
12800,85.5846557617188
12833,85.623893737793
12867,85.6999816894531
12900,85.7927093505859
12933,85.8476104736328
12967,85.8100891113281
13000,85.6711196899414
13033,85.5169219970703
13067,85.4841918945313
13100,85.6091079711914
13133,85.7824172973633
13167,85.871940612793
13200,85.8353576660156
13233,85.7255020141602
13267,85.6287307739258
13300,85.6088943481445
13333,85.6866989135742
13367,85.8290328979492
13400,85.9656295776367
13433,86.0459747314453
13467,86.0673599243164
13500,86.0542373657227
13533,86.0360717773438
13567,86.0323944091797
13600,86.0424041748047
13633,86.0539169311523
13667,86.0623550415039
13700,86.0716018676758
13733,86.081657409668
13767,86.0845184326172
13800,86.0643692016602
13833,86.0005187988281
13867,85.8881149291992
13900,85.7669143676758
13933,85.7055816650391
13967,85.729866027832
14000,85.7950973510742
14033,85.8676528930664
14067,85.9726943969727
14100,86.1057586669922
14133,86.1675872802734
14167,86.0114288330078
14200,85.50048828125
14233,84.5252380371094
14267,83.0139083862305
14300,80.9545440673828
14333,78.4144134521484
14367,75.5575256347656
14400,72.6005554199219
14433,69.6753234863281
14467,66.7570648193359
14500,63.7259635925293
14533,60.4486770629883
14567,56.8478507995605
14600,52.9699859619141
14633,49.0089416503906
14667,45.2296867370605
14700,41.7671356201172
14733,38.4842567443848
14767,35.1556205749512
14800,31.7786808013916
14833,28.5837631225586
14867,25.8002872467041
14900,23.5035610198975
14933,21.6415519714355
14967,20.1348495483398
15000,18.9226303100586
15033,17.9213314056396
15067,16.9509391784668
15100,15.8037891387939
15133,14.4564161300659
15167,13.0880289077759
15200,11.8984031677246
15233,11.0489072799683
15267,10.6324701309204
15300,10.5543670654297
15333,10.6040735244751
15367,10.6814737319946
15400,10.8178291320801
15433,10.9988222122192
15467,11.0991907119751
15500,11.0324144363403
15533,10.8664112091064
15567,10.7392740249634
15600,10.7271270751953
15633,10.8026485443115
15667,10.8761186599731
15700,10.887921333313
15733,10.8546113967896
15767,10.8011198043823
15800,10.7105054855347
15833,10.5810823440552
15867,10.4886045455933
15900,10.5438537597656
15933,10.785083770752
15967,11.1314039230347
16000,11.4179773330688
16033,11.5029821395874
16067,11.4113864898682
16100,11.3134784698486
16133,11.2960739135742
16167,11.2695875167847
16200,11.1679849624634
16233,11.0593938827515
16267,11.0017375946045
16300,10.9857397079468
16333,10.9949712753296
16367,10.9868412017822
16400,10.9169397354126
16433,10.8056869506836
16467,10.709810256958
16500,10.6996431350708
16533,10.8272905349731
16567,11.0177621841431
16600,11.1152095794678
16633,11.096266746521
16667,11.0864496231079
16700,11.1734132766724
16733,11.3482627868652
16767,11.58203125
16800,11.8605194091797
16833,12.2406034469604
16867,12.9403762817383
16900,14.2009258270264
16933,15.9701776504517
16967,17.9122333526611
17000,19.7547760009766
17033,21.4501571655273
17067,23.0659198760986
17100,24.6836891174316
17133,26.3763370513916
17167,28.2755565643311
17200,30.6743087768555
17233,33.8647003173828
17267,37.7775039672852
17300,42.0216102600098
17333,46.244312286377
17367,50.1652412414551
17400,53.4978713989258
17433,56.1331634521484
17467,58.2385635375977
17500,60.0836029052734
17533,61.8600807189941
17567,63.6742744445801
17600,65.5795440673828
17633,67.5659484863281
17667,69.5810241699219
17700,71.5514755249023
17733,73.3895874023438
17767,75.0295867919922
17800,76.4546203613281
17833,77.6928176879883
17867,78.8147201538086
17900,79.9095916748047
17933,81.0289840698242
17967,82.1741790771484
18000,83.3364868164063
